	gene name	mean alignment score
0	OG0000639.mapped.nt_ali.fasta.masked.mstatx	0.29624714521539625
1	OG0000664.mapped.nt_ali.fasta.masked.mstatx	0.5444249308094303
2	OG0000848.mapped.nt_ali.fasta.masked.mstatx	0.6169086438058748
3	OG0000884.mapped.nt_ali.fasta.masked.mstatx	0.6525469475370647
4	OG0000910.mapped.nt_ali.fasta.masked.mstatx	0.48802953663594867
5	OG0000946.mapped.nt_ali.fasta.masked.mstatx	0.5464483970888898
6	OG0000984.mapped.nt_ali.fasta.masked.mstatx	0.7840519770792421
7	OG0001001.mapped.nt_ali.fasta.masked.mstatx	0.7993312055928437
8	OG0001044.mapped.nt_ali.fasta.masked.mstatx	0.651338648218374
9	OG0001046.mapped.nt_ali.fasta.masked.mstatx	0.40649253749639785
10	OG0001134.mapped.nt_ali.fasta.masked.mstatx	0.31090236103117413
11	OG0001137.mapped.nt_ali.fasta.masked.mstatx	0.6447406721454886
12	OG0001151.mapped.nt_ali.fasta.masked.mstatx	0.40092306302540587
13	OG0001181.mapped.nt_ali.fasta.masked.mstatx	0.6704558510067115
14	OG0001242.mapped.nt_ali.fasta.masked.mstatx	0.6644612419043203
15	OG0001262.mapped.nt_ali.fasta.masked.mstatx	0.6462301915697669
16	OG0001370.mapped.nt_ali.fasta.masked.mstatx	0.6108889203003284
17	OG0001395.mapped.nt_ali.fasta.masked.mstatx	0.31018310785844216
18	OG0001437.mapped.nt_ali.fasta.masked.mstatx	0.5561053660891789
19	OG0001488.mapped.nt_ali.fasta.masked.mstatx	0.40679623204908166
20	OG0001526.mapped.nt_ali.fasta.masked.mstatx	0.33616634232744014
21	OG0001586.mapped.nt_ali.fasta.masked.mstatx	0.4423108576671482
22	OG0001607.mapped.nt_ali.fasta.masked.mstatx	0.28189861655273896
23	OG0001618.mapped.nt_ali.fasta.masked.mstatx	0.7535754337238383
24	OG0001625.mapped.nt_ali.fasta.masked.mstatx	0.2967691576632343
25	OG0001670.mapped.nt_ali.fasta.masked.mstatx	0.5476417593137247
26	OG0001709.mapped.nt_ali.fasta.masked.mstatx	0.38937006118021683
27	OG0001712.mapped.nt_ali.fasta.masked.mstatx	0.14101085690558215
28	OG0001722.mapped.nt_ali.fasta.masked.mstatx	0.27050313582377794
29	OG0001723.mapped.nt_ali.fasta.masked.mstatx	0.36506817858898255
30	OG0001729.mapped.nt_ali.fasta.masked.mstatx	0.6296567537134788
31	OG0001743.mapped.nt_ali.fasta.masked.mstatx	0.6345403106518361
32	OG0001768.mapped.nt_ali.fasta.masked.mstatx	0.34692547503858706
33	OG0001784.mapped.nt_ali.fasta.masked.mstatx	0.6023041106146062
34	OG0001797.mapped.nt_ali.fasta.masked.mstatx	0.6922921215886969
35	OG0001814.mapped.nt_ali.fasta.masked.mstatx	0.7150183787946444
36	OG0001880.mapped.nt_ali.fasta.masked.mstatx	0.3841931715962474
37	OG0001895.mapped.nt_ali.fasta.masked.mstatx	0.5868151940369507
38	OG0001914.mapped.nt_ali.fasta.masked.mstatx	0.255524382629019
39	OG0001917.mapped.nt_ali.fasta.masked.mstatx	0.8006553615252794
40	OG0001918.mapped.nt_ali.fasta.masked.mstatx	0.7467394481611154
41	OG0001920.mapped.nt_ali.fasta.masked.mstatx	0.33971707282337366
42	OG0001925.mapped.nt_ali.fasta.masked.mstatx	0.6036283213054524
43	OG0001934.mapped.nt_ali.fasta.masked.mstatx	0.7392248087709592
44	OG0001938.mapped.nt_ali.fasta.masked.mstatx	0.6596934436781609
45	OG0001953.mapped.nt_ali.fasta.masked.mstatx	0.35719750077404894
46	OG0001956.mapped.nt_ali.fasta.masked.mstatx	0.5542109618560355
47	OG0001958.mapped.nt_ali.fasta.masked.mstatx	0.6715550047751601
48	OG0001981.mapped.nt_ali.fasta.masked.mstatx	0.5210286475091443
49	OG0001983.mapped.nt_ali.fasta.masked.mstatx	0.5486287449152547
50	OG0001985.mapped.nt_ali.fasta.masked.mstatx	0.7869326614160134
51	OG0001987.mapped.nt_ali.fasta.masked.mstatx	0.8303839205344599
52	OG0002000.mapped.nt_ali.fasta.masked.mstatx	0.33382348234386694
53	OG0002006.mapped.nt_ali.fasta.masked.mstatx	0.3770161537612597
