	file_names	max bp	3_A_albimanus	10_A_farauti	12_A_gambiae	9_A_epiroctus	21_C_quinquefasciatus	11_A_funestris	8_A_dirus	19_A_stephensi	18_A_sinensis	7_A_darlingi	13_A_maculatus	2_A_albimanus	6_A_culici	16_A_minimus	14_A_melas	5_A_chrystyi	20_D_melanogaster	4_A_atroparvus	15_A_merus	17_A_quadriannulatus	1_A_aegypti
0	/pickett_centaur/project/Moulton_JHT/trimming/Contamination_OG_manuscript/orthogarden/1_10_25_output/work/eb/06d5c5db69ee335c936921400010f0/OG0006746.faa	1447	0.7263303386316516	0.6143745680718729	0.0	0.7470628887353145	0.6724257083621286	0.7201105736005529	1.0	0.7270214236351071	0.6738078783690394	0.695922598479613	0.7118175535590877	0.7339322736696614	0.6233586731167934	0.7083621285418107	0.7332411886662059	0.7242570836212854	0.6869384934346925	0.0	0.7076710435383552	0.0	0.0
1	/pickett_centaur/project/Moulton_JHT/trimming/Contamination_OG_manuscript/orthogarden/1_10_25_output/work/eb/06d5c5db69ee335c936921400010f0/OG0005276.faa	685	0.8627737226277372	0.8642335766423358	0.8627737226277372	0.8627737226277372	0.0	0.8627737226277372	0.8642335766423358	0.0	0.8627737226277372	0.8627737226277372	0.8817518248175182	0.8627737226277372	0.8627737226277372	0.8627737226277372	1.0	0.8627737226277372	0.8613138686131386	0.2029197080291971	0.8627737226277372	0.0	0.0
2	/pickett_centaur/project/Moulton_JHT/trimming/Contamination_OG_manuscript/orthogarden/1_10_25_output/work/eb/06d5c5db69ee335c936921400010f0/OG0011009.faa	504	0.7242063492063492	0.7222222222222222	0.7301587301587301	0.7222222222222222	0.38293650793650796	0.9583333333333334	0.5912698412698413	0.7301587301587301	1.0	0.7301587301587301	0.7222222222222222	0.7222222222222222	0.7242063492063492	0.876984126984127	0.5158730158730159	0.7301587301587301	0.746031746031746	0.7043650793650794	0.7301587301587301	0.0	0.3869047619047619
3	/pickett_centaur/project/Moulton_JHT/trimming/Contamination_OG_manuscript/orthogarden/1_10_25_output/work/eb/06d5c5db69ee335c936921400010f0/OG0008436.faa	1838	0.0	0.558759521218716	0.2763873775843308	0.27040261153427636	0.5125136017410229	0.27040261153427636	0.5386289445048966	0.2910772578890098	0.5522306855277476	0.2992383025027203	0.38900979325353646	0.27040261153427636	0.29488574537540807	0.3307943416757345	0.0	0.7034820457018498	1.0	0.0	0.559847660500544	0.0	0.2622415669205658
4	/pickett_centaur/project/Moulton_JHT/trimming/Contamination_OG_manuscript/orthogarden/1_10_25_output/work/eb/06d5c5db69ee335c936921400010f0/OG0011203.faa	896	0.4017857142857143	0.9430803571428571	0.4017857142857143	0.4017857142857143	0.39620535714285715	0.9720982142857143	1.0	0.4029017857142857	0.4107142857142857	0.4107142857142857	0.4029017857142857	0.4107142857142857	0.8627232142857143	0.9732142857142857	0.4017857142857143	0.38504464285714285	0.39620535714285715	0.0	0.9352678571428571	0.0	0.0
5	/pickett_centaur/project/Moulton_JHT/trimming/Contamination_OG_manuscript/orthogarden/1_10_25_output/work/eb/06d5c5db69ee335c936921400010f0/OG0008630.faa	424	0.0	0.6179245283018868	0.6391509433962265	0.3466981132075472	0.0	0.24056603773584906	0.23113207547169812	0.25	0.3278301886792453	0.49292452830188677	0.32547169811320753	1.0	0.24528301886792453	0.8325471698113207	0.2429245283018868	0.6768867924528302	0.14858490566037735	0.2358490566037736	0.6179245283018868	0.0	0.0
6	/pickett_centaur/project/Moulton_JHT/trimming/Contamination_OG_manuscript/orthogarden/1_10_25_output/work/eb/06d5c5db69ee335c936921400010f0/OG0010627.faa	356	0.9859550561797753	0.9831460674157303	0.7780898876404494	0.9887640449438202	0.0	0.9831460674157303	0.9831460674157303	0.9831460674157303	0.9831460674157303	0.9859550561797753	0.9831460674157303	0.9859550561797753	0.9831460674157303	0.9831460674157303	0.9859550561797753	0.9887640449438202	1.0	0.9831460674157303	0.9859550561797753	0.0	0.9887640449438202
7	/pickett_centaur/project/Moulton_JHT/trimming/Contamination_OG_manuscript/orthogarden/1_10_25_output/work/eb/06d5c5db69ee335c936921400010f0/OG0010724.faa	850	0.48470588235294115	0.7094117647058824	0.66	0.6647058823529411	0.0	0.4364705882352941	0.0	0.6541176470588236	0.6552941176470588	0.6788235294117647	0.6517647058823529	1.0	0.4164705882352941	0.7705882352941177	0.6470588235294118	0.6564705882352941	0.0	0.29058823529411765	0.6470588235294118	0.0	0.2211764705882353
8	/pickett_centaur/project/Moulton_JHT/trimming/Contamination_OG_manuscript/orthogarden/1_10_25_output/work/eb/06d5c5db69ee335c936921400010f0/OG0004065.faa	124	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.7258064516129032	0.0
9	/pickett_centaur/project/Moulton_JHT/trimming/Contamination_OG_manuscript/orthogarden/1_10_25_output/work/eb/06d5c5db69ee335c936921400010f0/OG0006843.faa	1019	0.8076545632973503	0.8007850834151129	0.5142296368989205	0.3562315996074583	0.5171736997055937	0.7085377821393523	0.6015701668302257	0.5642787046123651	0.0	0.5250245338567223	0.5053974484789009	1.0	0.3758586849852797	0.5740922473012757	0.4985279685966634	0.7595682041216879	0.549558390578999	0.0	0.5868498527968596	0.0	0.5044160942100098
